index,Place_name,Latitude,Longitude,Category,Region,haversine_distance_from_centroid,haversine_distance_from_voosh_kitchen,19_00_centroid,distance_in_meters_from_centroid
2457,Atithi executive PG for GENTS in BTM Layout,12.9065487,77.6037882,PG,"BTM Layout, Bengaluru",2.060737122323556,2.602470899269196,13,761
2458,Home Paying Guest House BTM Layout,12.917947,77.601476,PG,"BTM Layout, Bengaluru",2.3891462098892826,3.1652412621608637,18,1075
2459,SVNS PG for LADIES,12.913532,77.6081657,PG,"BTM Layout, Bengaluru",2.7393592785523975,3.396379667393849,18,1094
2460,"Cliff Men's PG, BTM layout",12.9136195,77.6074841,PG,"BTM Layout, Bengaluru",2.6758407211153714,3.3403513295363982,18,1061
2461,SLV PG for Boys,12.9201271,77.6056701,PG,"BTM Layout, Bengaluru",2.892425521997648,3.653445871284025,21,1237
2462,Zolo Rivendell Co-Living %7C Redefining PG,12.9163366,77.6064973,PG,"BTM Layout, Bengaluru",2.722217263562968,3.4355078648127257,19,1116
2463,Swetha reddy pg for ladies,12.9136042,77.60418,PG,"BTM Layout, Bengaluru",2.3536631295605925,3.049608832042303,16,967
2464,Sri Vinayaka Paying Guest PG,12.9112174,77.6037697,PG,"BTM Layout, Bengaluru",2.2001723963578788,2.857253416511049,16,978
2466,Star PG,12.9189168,77.6058753,PG,"BTM Layout, Bengaluru",2.8269586445102783,3.57503680266886,21,1281
2467,PG in BTM,12.9085304,77.6049747,PG,"BTM Layout, Bengaluru",2.230818460645007,2.8153005486741454,14,863
2470,Raj Nivas PG for Men BTM Layout,12.9152618,77.6108962,PG,"BTM Layout, Bengaluru",3.088097263905361,3.749328672449234,20,1203
2473,Sai ram ladies pg,12.9132632,77.605816,PG,"BTM Layout, Bengaluru",2.495149634588095,3.1692464718627336,17,1043
2474,The princess luxury pg for ladies,12.9081583,77.606729,PG,"BTM Layout, Bengaluru",2.4067998173040763,2.9670040367145925,15,908
2475,Apple Kerala PG,12.9085105,77.6042076,PG,"BTM Layout, Bengaluru",2.1496959414935257,2.740919156800821,14,838
2476,Sri Balaji PG,12.9160445,77.6106694,PG,"BTM Layout, Bengaluru",3.1033840934072114,3.777540956062248,23,1352
2477,Mother Deluxe PG for girls,12.917834,77.6077944,PG,"BTM Layout, Bengaluru",2.9295085411261432,3.649996041559918,20,1185
2480,NEW NARENDRA LUXURY PG FOR BOYS IN BTM LAYOUT,12.911989,77.6022528,PG,"BTM Layout, Bengaluru",2.0857941580799726,2.7744902884215406,16,931
2481,PG in BTM,12.9099789,77.6026802,PG,"BTM Layout, Bengaluru",2.040126720557196,2.682549388829694,14,817
2482,Kalyani PG For Gents,12.9082652,77.6043214,PG,"BTM Layout, Bengaluru",2.1550039629421556,2.7389112300864613,14,832
2484,Home Stay Ladies PG,12.9140075,77.6063208,PG,"BTM Layout, Bengaluru",2.580512858076182,3.2619827589126227,17,1037
2485,Venkateshwara PG,12.9077946,77.6047123,PG,"BTM Layout, Bengaluru",2.1845930125981448,2.752700442481506,14,827
2486,GOHAR PG for Gents,12.9176721,77.6039196,PG,"BTM Layout, Bengaluru",2.5743971711201805,3.3263962021016047,19,1115
2487,SLV DELUXE PG BTM,12.9161043,77.6046024,PG,"BTM Layout, Bengaluru",2.534518996884509,3.2621537185195923,18,1106
2489,Akshara Reddy PG,12.9157514,77.6030345,PG,"BTM Layout, Bengaluru",2.371459925464781,3.1096490009297315,17,1044
2490,Sri Lakshmi PG,12.9149872,77.6097218,PG,"BTM Layout, Bengaluru",2.9597984495925913,3.6264459417176766,19,1152
2491,Sri Vinayaka PG for Gents,12.9127498,77.6105953,PG,"BTM Layout, Bengaluru",2.9516342089022585,3.5752471727675257,19,1164
2492,M%26M PG for Ladies,12.9171296,77.603284,PG,"BTM Layout, Bengaluru",2.483060498127403,3.234973734663092,18,1089
2495,SLV PG FOR LADIES :-,12.9136063,77.6030227,PG,"BTM Layout, Bengaluru",2.243803834906141,2.9518046233585378,17,1023
2496,Sri Mallikarjuna PG for Gents.,12.9080037,77.6039357,PG,"BTM Layout, Bengaluru",2.1075735574917704,2.68837064264179,14,812
2497,SS comforts ladies pg,12.9139619,77.6125633,PG,"BTM Layout, Bengaluru",3.1986244150367593,3.827343385703354,20,1227
2498,Sri Pravallika Lifestyle PG,12.9135253,77.6134111,PG,"BTM Layout, Bengaluru",3.267987063934074,3.8836463599380737,20,1201
2499,Btm pg and hostel,12.9128289,77.6101829,PG,"BTM Layout, Bengaluru",2.9127400423748147,3.540976661714088,19,1154
