,index,Place_name,Latitude,Longitude,Category,Region,haversine_distance_from_centroid,haversine_distance_from_voosh_kitchen,09_30_voosh,19_00_voosh,distance_in_meters_from_voosh
2946,6828,"LIC of India, Branch Office",12.914013,77.585511,Office,"J.P. Nagar, Bengaluru",2.4409354190333508,3.265444778886742,,17,1048
2947,6829,Infosys BPM Office,12.9091118,77.585646,Office,"J.P. Nagar, Bengaluru",2.5358779724758937,3.3968628424993055,,16,973
2948,6830,JP Nagar Cultural %26 Welfare Association (R),12.9084635,77.5848911,Office,"J.P. Nagar, Bengaluru",2.6361066038595222,3.4986280098243747,,16,983
2949,6831,Bajaj Auto Ltd (Regional Office),12.9071582,77.5989005,Office,"J.P. Nagar, Bengaluru",1.391222556445822,2.2322360404788424,,12,720
2950,6832,Cipla Ltd,12.9103043,77.58608259999998,Office,"J.P. Nagar, Bengaluru",2.453034851857418,3.3088256011932033,,15,910
2951,6833,KEB Office,12.9077243,77.58038940000002,Office,"J.P. Nagar, Bengaluru",3.1256606195173897,3.985321625761416,,19,1120
2952,6834,Hikal Marketing Office,12.9077571,77.5854424,Office,"J.P. Nagar, Bengaluru",2.6062949043811976,3.4717014235331307,,18,1083
2953,6835,Bwssb,12.9082425,77.5842668,Office,"J.P. Nagar, Bengaluru",2.70807734792217,3.5706118538559637,,17,1000
2954,6836,Flat World%2FAOPL,12.9060213,77.58499990000001,Office,"J.P. Nagar, Bengaluru",2.7243290549046124,3.5926520244747606,,17,1035
2955,6837,D-Link India Limited (Sales Office),12.906054300000001,77.58815290000001,Office,"J.P. Nagar, Bengaluru",2.414861806334065,3.283796759018143,,16,972
2956,6838,Bangalore Water Supply %26 Sewerage Board,12.9140139,77.59522220000001,Office,"J.P. Nagar, Bengaluru",1.3963215931709942,2.240659221159729,,10,613
2957,6839,NEXA SHOW ROOM,12.906004199999998,77.5877863,Office,"J.P. Nagar, Bengaluru",2.452740411240502,3.321707147009155,,16,965
2958,6840,BRIDGE Co working space,12.9128662,77.58597409999999,Office,"J.P. Nagar, Bengaluru",2.406371264505322,3.243036043301372,,16,988
2959,6841,Subham Complex,12.912217800000002,77.5923538,Office,"J.P. Nagar, Bengaluru",1.7416198566839924,2.5966795577916653,,12,692
2960,6842,AEE BBMP Office,12.9097441,77.58793259999999,Office,"J.P. Nagar, Bengaluru",2.278417259459408,3.1399845422983015,,15,879
2961,6843,VMware Software India Pvt. Ltd.,12.9021376,77.5955177,Office,"J.P. Nagar, Bengaluru",2.050133708169785,2.8732808455864483,,15,908
2962,6844,BSNL Telephone Exchange Office,12.906334300000001,77.5961978,Office,"J.P. Nagar, Bengaluru",1.6686785456795876,2.521550218921016,,13,776
2963,6845,GLOPORE IM Services Pvt. Ltd.,12.906629400000002,77.58362259999998,Office,"J.P. Nagar, Bengaluru",2.8355328967695286,3.701939598823682,,18,1078
2964,6846,Bounce - New Office,12.915678199999999,77.5989052,Office,"J.P. Nagar, Bengaluru",0.9796088947232268,1.8072606556362167,,8,506
2965,6847,Flat World Group,12.9060366,77.5852655,Office,"J.P. Nagar, Bengaluru",2.69738506779122,3.5658161761681932,,17,1030
2966,6848,ANS Associates,12.9097968,77.5876123,Office,"J.P. Nagar, Bengaluru",2.309705138887478,3.1705478013266606,,15,877
2967,6849,Evento and services,12.905555900000001,77.5903194,Office,"J.P. Nagar, Bengaluru",2.237399194699705,3.104264280545846,,17,1008
2968,6855,91springboard,12.9036148,77.6011786,Office,"J.P. Nagar, Bengaluru",1.5642346244094132,2.3277959831598727,,15,888
2969,6856,LIC Sarakki Branch,12.914104,77.5855082,Office,"J.P. Nagar, Bengaluru",2.4403213537686677,3.2638471839007503,,18,1051
2970,6857,Online Passport Agents in Bangalore,12.9070196,77.5857157,Office,"J.P. Nagar, Bengaluru",2.609045090962733,3.476367483885395,,17,1004
2971,6859,Pushpasri Towers,12.9110579,77.579656,Office,"J.P. Nagar, Bengaluru",3.114812818705307,3.955869797786905,,23,1351
2972,6860,Greyrock Building,12.9076295,77.5854495,Office,"J.P. Nagar, Bengaluru",2.610627860597376,3.476378144107182,,18,1079
2973,6861,OSP DoT office,12.9129818,77.58413929999999,Office,"J.P. Nagar, Bengaluru",2.6015231846255626,3.434133103723331,,18,1083
2974,6862,HFFC JP Nagar,12.9166666,77.5859654,Office,"J.P. Nagar, Bengaluru",2.3821952818509753,3.1737754384536134,,16,982
2975,6863,Congress office,12.906958300000001,77.5856017,Office,"J.P. Nagar, Bengaluru",2.6230728216209953,3.490420178699753,,18,1055
2976,6864,Digipact - Coworking Space in JP Nagar Phase 2,12.912032,77.5862919,Office,"J.P. Nagar, Bengaluru",2.387893803867689,3.232288159861259,,16,949
2977,6866,Mastercomtelco Solutions (I) Pvt Ltd,12.9053601,77.59176070000001,Office,"J.P. Nagar, Bengaluru",2.117803267387437,2.981622450908054,,15,925
2978,6867,Hasiru Dala (JP Nagar branch office),12.911989,77.5904998,Office,"J.P. Nagar, Bengaluru",1.9428408280415048,2.7957064088463675,,14,860
2979,6868,Zerodha Sales Office,12.9040391,77.6013251,Office,"J.P. Nagar, Bengaluru",1.5151322118754709,2.281649502742251,,15,899
2980,6870,Aris Infotech,12.905874699999998,77.58586170000001,Office,"J.P. Nagar, Bengaluru",2.6463014152283715,3.5150835553182236,,17,1037
2981,6871,Cadabams Corporate Office,12.9103198,77.5874953,Office,"J.P. Nagar, Bengaluru",2.3050651029465867,3.1631024466028865,,14,868
2982,6873,DAXER TRADING PVT LTD.,12.9060968,77.5836373,Office,"J.P. Nagar, Bengaluru",2.8564635746282736,3.7238805833438064,,18,1061
2983,6874,Unilog Content Solutions,12.9060826,77.588484,Office,"J.P. Nagar, Bengaluru",2.381590478963822,3.250471467675185,,16,954
2984,6875,Istakapaza private limited,12.9061289,77.5839753,Office,"J.P. Nagar, Bengaluru",2.821326997324434,3.688919311728608,,18,1055
2985,6876,Abm Buildtech Private Limited,12.9071077,77.58536740000001,Office,"J.P. Nagar, Bengaluru",2.640227107808992,3.5071025438040446,,18,1067
2986,6877,Tactful Systems Pvt ltd,12.906129,77.5881603,Office,"J.P. Nagar, Bengaluru",2.410338369493894,3.279292706329588,,16,968
2987,6878,MARIGOLD SQUARE,12.9107896,77.5821942,Office,"J.P. Nagar, Bengaluru",2.850500220025348,3.697082698266392,,18,1097
2988,6879,SLN ENCLAVE,12.9041039,77.5843069,Office,"J.P. Nagar, Bengaluru",2.8847572271563924,3.7536879989898644,,19,1143
2989,6880,Radiant Structures Pvt Ltd,12.906921,77.58343,Office,"J.P. Nagar, Bengaluru",2.843210602748562,3.7087779524006073,,17,1037
2990,6881,shravanee Square,12.906702699999999,77.5874595,Office,"J.P. Nagar, Bengaluru",2.4504036986540205,3.3191257403483836,,16,931
2991,6882,Trace Leads B2B Pvt. Ltd.,12.906721000000001,77.583639,Office,"J.P. Nagar, Bengaluru",2.830133429271922,3.696356112833635,,18,1079
2992,6883,BESCOM,12.908219,77.5803587,Office,"J.P. Nagar, Bengaluru",3.113013180409711,3.9706518578447914,,19,1110
2993,6884,SBI Life Insurance Company Limited,12.9028146,77.585881,Office,"J.P. Nagar, Bengaluru",2.806844602277246,3.673397732773154,,19,1141
2994,6885,Goomo Holdings,12.905916699999999,77.58365129999999,Office,"J.P. Nagar, Bengaluru",2.8628842862987045,3.7305895105763174,,18,1061
2995,6886,RadiantJob,12.9037148,77.5846325,Office,"J.P. Nagar, Bengaluru",2.873863864229841,3.7425198285925556,,19,1146
2996,6887,Design Hub Consulting Engineers %26 Services,12.9081224,77.5833635,Office,"J.P. Nagar, Bengaluru",2.8051610995024263,3.667007261293662,,17,1020
2997,6888,Sensibull,12.9035591,77.5856891,Office,"J.P. Nagar, Bengaluru",2.7823552757417622,3.6502868211112487,,19,1110
2998,6890,VFS Global Bengaluru,12.9144375,77.5995625,Office,"J.P. Nagar, Bengaluru",0.9249597033634498,1.777433772981404,,10,624
2999,6891,National Insurance,12.907160800000002,77.5807879,Office,"J.P. Nagar, Bengaluru",3.103806243125488,3.9659229706483528,,18,1084
3000,6892,Rainmakers Workspace,12.913935400000002,77.5949791,Office,"J.P. Nagar, Bengaluru",1.423741109508362,2.26839203527097,,10,615
3001,6893,Alopa Infotech,12.9020502,77.58594980000001,Office,"J.P. Nagar, Bengaluru",2.846070189005557,3.710850798367231,,19,1152
3002,6895,Readymix Concrete ERP,12.904541400000001,77.5857462,Office,"J.P. Nagar, Bengaluru",2.7240236302363274,3.5928345832909137,,18,1089
3003,6896,Practo Technologies Pvt. Ltd.,12.9153534,77.5994343,Office,"J.P. Nagar, Bengaluru",0.9246193846648562,1.7608692066076386,,10,581
3004,6897,ConneXions Global Pvt Ltd,12.9060039,77.58914200000001,Office,"J.P. Nagar, Bengaluru",2.322889757853667,3.1914767245213906,,16,942
3005,6898,SHRI PRASIDHI,12.9033329,77.5856635,Office,"J.P. Nagar, Bengaluru",2.7973861100210438,3.6650264684067806,,19,1115
3006,6899,"Studio Pepperfry - Furniture Store in J.P Nagar, Bengaluru",12.9063185,77.58708349999999,Office,"J.P. Nagar, Bengaluru",2.50551699272219,3.3743703716625384,,16,974
3007,6900,A little luxury,12.9063433,77.58568249999999,Office,"J.P. Nagar, Bengaluru",2.642172349021165,3.5104734434654343,,17,1027
3008,6902,Maxlite AAC Blocks,12.9046278,77.5855713,Office,"J.P. Nagar, Bengaluru",2.7363034494512193,3.6051958481882855,,18,1088
3009,6903,"BSNL RETAILER,SRINIVASA TELECOMMUNICATION",12.908156300000002,77.5858998,Office,"J.P. Nagar, Bengaluru",2.544338327395518,3.409098532953185,,16,955
3010,6904,Eat Repeat India Pvt Ltd Head Office,12.913687,77.58561340000001,Office,"J.P. Nagar, Bengaluru",2.433525130048474,3.2616095650012564,,16,983
3011,6905,Object Apar Technologies,12.906760199999999,77.5900733,Office,"J.P. Nagar, Bengaluru",2.1940969081687527,3.062901218515174,,16,942
3012,6906,Splendid Group corporate office,12.9044018,77.5856485,Office,"J.P. Nagar, Bengaluru",2.740676421728817,3.609436151388595,,18,1092
3013,6907,Soliton Technologies Pvt Ltd,12.9064596,77.5941378,Office,"J.P. Nagar, Bengaluru",1.836447272206326,2.698521853369917,,15,895
3014,6908,Select Matrimony,12.904694000000001,77.588241,Office,"J.P. Nagar, Bengaluru",2.4798549449849725,3.3473545120404413,,18,1055
3015,6909,NEXTECH ELECTRONICS PVT. LTD,12.909330699999998,77.58770849999999,Office,"J.P. Nagar, Bengaluru",2.3159504843282916,3.17892481221279,,15,886
3016,6910,FedEx Express,12.906530400000001,77.5896214,Office,"J.P. Nagar, Bengaluru",2.249338965464354,3.118145354312638,,16,971
3017,6911,Techgenomes Solutions Pvt. Ltd.,12.9006338,77.5859541,Office,"J.P. Nagar, Bengaluru",2.9347766046385453,3.7954612541140778,,20,1194
3018,6913,Transe Vision Office,12.9081758,77.586304,Office,"J.P. Nagar, Bengaluru",2.5025021719640947,3.367655735203954,,16,941
3019,6914,Urban Ladder,12.9101681,77.5960181,Office,"J.P. Nagar, Bengaluru",1.4475835337167826,2.316562242422903,,11,664
3020,6915,CR Manohar,12.9068229,77.5870478,Office,"J.P. Nagar, Bengaluru",2.485343832634847,3.353786815087445,,16,939
3021,6917,MiStay Hospitality Private Limited,12.906102,77.5841263,Office,"J.P. Nagar, Bengaluru",2.8074467154303053,3.6751768810744863,,18,1052
3022,6918,Nishta Legal,12.9050561,77.589805,Office,"J.P. Nagar, Bengaluru",2.3140229413376607,3.1804364925073245,,16,970
3023,6919,ESOLLUTIONS CONSULTANCY (p) LTD,12.907741999999999,77.5848579,Office,"J.P. Nagar, Bengaluru",2.666227577591433,3.53105800542433,,16,988
3024,6920,IndiQube South Island,12.912060199999999,77.5859065,Office,"J.P. Nagar, Bengaluru",2.4283668829101557,3.271851914286082,,16,946
3025,6921,MA Group of Companies,12.9070196,77.5857157,Office,"J.P. Nagar, Bengaluru",2.609045090962733,3.476367483885395,,17,1004
3026,6923,Jesus Enterprises,12.9028159,77.5834925,Office,"J.P. Nagar, Bengaluru",3.030281919296569,3.8987026184067917,,19,1165
3027,6924,"JUiNCUBATOR - City Campus, Jain University Incubation Centre",12.9029147,77.58504599999999,Office,"J.P. Nagar, Bengaluru",2.8786467845218424,3.7461836074107966,,20,1175
3028,6925,Lets-START,12.9007664,77.5859224,Office,"J.P. Nagar, Bengaluru",2.9289891451117764,3.790172228394399,,20,1189
3029,6926,ElectroWing Technologies Pvt. Ltd.,12.9045425,77.5857319,Office,"J.P. Nagar, Bengaluru",2.7253346998238275,3.5941501809030916,,18,1089
3030,6927,Bangalore Central,12.916564300000001,77.592382,Office,"J.P. Nagar, Bengaluru",1.6867401936186948,2.4844125030821367,,12,717
3031,6928,Center for Ancient History %26 Culture (CAHC),12.9031336,77.5853013,Office,"J.P. Nagar, Bengaluru",2.842461533706756,3.710107464887388,,19,1144
3032,6929,Brain Power Education %26 Career Counselling (Premier Partner for Brain Checker %26 UnFoldU),12.9070196,77.5857157,Office,"J.P. Nagar, Bengaluru",2.609045090962733,3.476367483885395,,17,1004
3033,6930,"BESCOM O%26M 1, S14 subdivision",12.909405300000001,77.590812,Office,"J.P. Nagar, Bengaluru",1.9974013688255416,2.864062214854817,,14,810
3034,6931,Brainobrain Karnataka Regional Office,12.908814,77.58644620000001,Office,"J.P. Nagar, Bengaluru",2.4640040626754875,3.3272418719808616,,16,932
3035,6932,TechVibrant Innovative Solutions Pvt. Ltd.,12.905985300000001,77.587666,Office,"J.P. Nagar, Bengaluru",2.4653098650662177,3.3342825381058643,,17,999
3036,6933,Ashraya Technologies,12.9096504,77.5874668,Office,"J.P. Nagar, Bengaluru",2.329666917369482,3.1909533525154297,,15,879
3037,6934,thinkspace,12.908045,77.584688,Office,"J.P. Nagar, Bengaluru",2.6721042465470686,3.53581813377417,,17,995
3038,6935,Seventh Sense Talent Solutions,12.915287199999998,77.58635140000001,Office,"J.P. Nagar, Bengaluru",2.340881399742799,3.151602232641727,,16,969
3039,6936,Lotus Geosolution Pvt LTD,12.9039789,77.585996,Office,"J.P. Nagar, Bengaluru",2.7303387704046305,3.598573921390733,,18,1079
3040,6937,Sangsun studio jp nagar bangalore,12.9101685,77.5818696,Office,"J.P. Nagar, Bengaluru",2.8997250269338815,3.749672930855381,,17,1026
3041,6938,Printo - JP Nagar,12.9119609,77.586469,Office,"J.P. Nagar, Bengaluru",2.37054233331889,3.2158198809225,,16,930
3042,6939,Ishtika Homes,12.9096254,77.5876036,Office,"J.P. Nagar, Bengaluru",2.316407301312959,3.1780073910076365,,15,880
3043,6940,Sun Tech Solar,12.9025149,77.5849295,Office,"J.P. Nagar, Bengaluru",2.912253257728378,3.779263991383844,,20,1171
3044,6941,24th Ally,12.9071017,77.58536640000001,Office,"J.P. Nagar, Bengaluru",2.6405787373152037,3.507465553496133,,18,1067
3045,6942,Rank opticians,12.9140171,77.5859212,Office,"J.P. Nagar, Bengaluru",2.396628543864642,3.2217099217907035,,17,1030
3046,6943,Gridraster India Pvt Ltd,12.907621,77.5846489,Office,"J.P. Nagar, Bengaluru",2.6921421471288705,3.557092792156854,,17,1006
3047,6944,LIC Housing Finance Ltd,12.906958300000001,77.5856017,Office,"J.P. Nagar, Bengaluru",2.6230728216209953,3.490420178699753,,18,1055
3048,6945,JP Nagar Police Station,12.9118039,77.587518,Office,"J.P. Nagar, Bengaluru",2.262634768507922,3.11105629298409,,15,905
3049,6946,Umesh Advocates,12.9140069,77.58592990000001,Office,"J.P. Nagar, Bengaluru",2.39579687937837,3.2210015965788363,,17,1030
3050,6947,JP Nagar 3rd Phase,12.9070414,77.60014059999999,Office,"J.P. Nagar, Bengaluru",1.3100220948608619,2.1365876051227195,,13,768
3051,6948,Dialogues Cafe,12.906134800000002,77.5825264,Office,"J.P. Nagar, Bengaluru",2.9662657725222528,3.8327877395521233,,17,1027
3052,6949,"Kesari Tours %E2%80%A2 The Group Tours Specialist - JP Nagar, Bengaluru",12.906026800000001,77.58675670000001,Office,"J.P. Nagar, Bengaluru",2.5515076806989145,3.4204210699921194,,17,991
3053,6950,ABHIVRUDDI Society for Social Development,12.905891800000001,77.5884463,Office,"J.P. Nagar, Bengaluru",2.395136311526354,3.263922037017372,,16,982
3054,6951,Harshitha Medicals,12.907202,77.5829672,Office,"J.P. Nagar, Bengaluru",2.879302449146387,3.7436657976251295,,18,1068
3055,6952,Tvaksa Technologies Private Limited,12.910587699999999,77.5877935,Office,"J.P. Nagar, Bengaluru",2.2658596194464367,3.1229094968076745,,14,867
3056,6953,Convergent,12.905880900000001,77.59004559999998,Office,"J.P. Nagar, Bengaluru",2.2443614702317762,3.112153831159704,,16,937
3057,6955,AIRTEL BROADBAND %26 DTH,12.9129324,77.58590229999999,Office,"J.P. Nagar, Bengaluru",2.413001801376545,3.2489334476521834,,16,979
3058,6956,K store,12.904812699999999,77.58319159999999,Office,"J.P. Nagar, Bengaluru",2.958459113064026,3.8271304140477564,,20,1177
3059,6957,Nextech,12.9104467,77.5877276,Office,"J.P. Nagar, Bengaluru",2.276978930330017,3.134711099825514,,14,861
3060,6958,Artblot India Private Limited,12.9081815,77.5872833,Office,"J.P. Nagar, Bengaluru",2.403118125256894,3.26929440851806,,15,925
3061,6959,Tamara Leisure Experiences Pvt Ltd,12.9065596,77.5889499,Office,"J.P. Nagar, Bengaluru",2.3123356742989696,3.1812979985316914,,16,959
3062,6960,Aradhana Agencies,12.905956800000002,77.58163259999999,Office,"J.P. Nagar, Bengaluru",3.063610807302429,3.929770971607652,,19,1127
3063,6961,LIC Housing Finance Limited,12.914063,77.585504,Office,"J.P. Nagar, Bengaluru",2.4411823573477007,3.265144664096948,,17,1048
3064,6962,LabourNet,12.9105241,77.5884597,Office,"J.P. Nagar, Bengaluru",2.1983424297708125,3.056890478173088,,15,910
3065,6963,J.P. Nagar 2nd Phase,12.909725,77.58584,Office,"J.P. Nagar, Bengaluru",2.49580193779189,3.354268500103221,,16,949
3066,6964,Croma,12.916962400000001,77.59164399999999,Office,"J.P. Nagar, Bengaluru",1.7686796483971519,2.5583273132977795,,14,822
3067,6965,CAR CRAZE,12.9006747,77.5857345,Office,"J.P. Nagar, Bengaluru",2.951495563633311,3.8127861286803078,,20,1192
3068,6966,Hand To Hand Courier,12.903854199999998,77.58892940000001,Office,"J.P. Nagar, Bengaluru",2.466004547150626,3.3306744213421764,,17,1034
3069,6967,"Sell Car in JP Nagar, Bangalore - CarDekho Gaadi Store",12.9050729,77.5856031,Office,"J.P. Nagar, Bengaluru",2.7106145510409694,3.579594446779464,,20,1215
3070,6968,Fusion Block Regional Office,12.909031,77.58864,Office,"J.P. Nagar, Bengaluru",2.2320464836699547,3.097298978757219,,15,881
3071,6969,"MADITBOX - Marketing, App Development, Web Design and BPM Services",12.9119741,77.58661409999999,Office,"J.P. Nagar, Bengaluru",2.354826585215608,3.200261400726607,,15,926
3072,6970,Bajaj Auto Finance,12.9071497,77.5988871,Office,"J.P. Nagar, Bengaluru",1.392916265111127,2.233962038752513,,12,720
3073,6971,Mantra Social Services,12.9055471,77.5837152,Office,"J.P. Nagar, Bengaluru",2.872971750768043,3.7411913226486955,,19,1112
3074,6972,IDP Education Bangalore,12.9051614,77.601576,Office,"J.P. Nagar, Bengaluru",1.3927544865194863,2.170337590077524,,15,926
3075,6973,IDBI Bank Zonal Training Center,12.9037772,77.5858963,Office,"J.P. Nagar, Bengaluru",2.750808848325419,3.6188715427258327,,18,1106
3076,6974,Mindgroom Career Counselling,12.9059616,77.58159090000001,Office,"J.P. Nagar, Bengaluru",3.0676218340610544,3.93373768453519,,19,1124
3077,6975,School Of Karnataka Public Service Commission.,12.910472,77.5912938,Office,"J.P. Nagar, Bengaluru",1.90720161349921,2.770727365811467,,15,897
3078,6976,Fortune home health care llp.,12.905719099999999,77.5857922,Office,"J.P. Nagar, Bengaluru",2.6605352919442113,3.52938526510115,,17,1044
3079,6977,x10X Technologies,12.9040471,77.5948564,Office,"J.P. Nagar, Bengaluru",1.946660706558615,2.7906274456650793,,14,866
3080,6979,NETSEVA Solutions,12.905416,77.584717,Office,"J.P. Nagar, Bengaluru",2.7802764569379863,3.6490136634184696,,18,1094
3081,6980,The Mobile Guru,12.9029938,77.5858128,Office,"J.P. Nagar, Bengaluru",2.8027725013156415,3.669729892763022,,19,1122
3082,6981,Kaveri Water Tanks,12.910491,77.5857168,Office,"J.P. Nagar, Bengaluru",2.4860975514683306,3.3402037741424815,,15,920
3083,6982,JP Nagara 3rd Phase,12.907713000000001,77.600312,Office,"J.P. Nagar, Bengaluru",1.241432955953521,2.074326287932026,,13,801
3084,6983,Deckchair Consulting Pvt Ltd,12.9048954,77.58572170000001,Office,"J.P. Nagar, Bengaluru",2.708121605206511,3.5770728241986176,,20,1208
3085,6984,Neerwalla %7C Order your water tanker online %7C Bangalore,12.9049233,77.59001140000001,Office,"J.P. Nagar, Bengaluru",2.3029524476074323,3.1687329788890377,,16,963
3086,6985,Blackfig Technologies,12.9065981,77.58712290000001,Office,"J.P. Nagar, Bengaluru",2.488381206069226,3.3570647273117533,,18,1086
3087,6986,Gopalan Innovation Mall,12.914403199999999,77.5995815,Office,"J.P. Nagar, Bengaluru",0.9236857003932968,1.7767098181559329,,10,623
3088,6987,"VLCC Wellness Centre (JP Nagar, Bangalore)",12.9101612,77.5897531,Office,"J.P. Nagar, Bengaluru",2.0764688838729737,2.938959119643669,,13,807
3089,6988,"FNP: Flower And Cake Shop In Jp Nagar, Bangalore",12.906086300000002,77.5918051,Office,"J.P. Nagar, Bengaluru",2.0695099320860018,2.9355241866523567,,15,888
3090,6990,SD air-condition services,12.9055578,77.588275,Office,"J.P. Nagar, Bengaluru",2.4291366241089056,3.297734257290273,,17,992
3091,6991,Sri Vinayaka Books %26 Fancy Store,12.9039872,77.58460229999999,Office,"J.P. Nagar, Bengaluru",2.8624274623153037,3.731255975041982,,19,1127
3092,6993,Wooden Street - Furniture Store Bangalore JP Nagar,12.9060925,77.5854698,Office,"J.P. Nagar, Bengaluru",2.6746522019400216,3.5431187152506456,,17,1026
3093,6995,Designerz Palette,12.904161,77.58561999999999,Office,"J.P. Nagar, Bengaluru",2.7561376504342916,3.6247386150874963,,18,1097
3094,6996,Learning to Fly,12.9054149,77.58308029999999,Office,"J.P. Nagar, Bengaluru",2.941857822747875,3.8099068641001996,,18,1097
3095,6997,CSR Smart Drive - Self Car Driving Instructor,12.9062078,77.5854765,Office,"J.P. Nagar, Bengaluru",2.6687100086317472,3.5370603315136986,,17,1025
3096,6998,CREDAI HOMES,12.906905300000002,77.5853635,Office,"J.P. Nagar, Bengaluru",2.649171778181288,3.516435454362836,,18,1067
3097,6999,ITEZ Global Solutions Private Limited,12.9052905,77.58585140000001,Office,"J.P. Nagar, Bengaluru",2.675708168292555,3.5446856126414326,,18,1063
3098,7000,Oracle software,12.900242,77.5950613,Office,"J.P. Nagar, Bengaluru",2.243885385832114,3.0543688434489953,,16,944
3099,7001,SNS Technologies,12.9056892,77.5861191,Office,"J.P. Nagar, Bengaluru",2.630072513778971,3.498997595617128,,17,1038
3100,7002,Design Cafe,12.906285,77.5874455,Office,"J.P. Nagar, Bengaluru",2.4718172427592977,3.340754014904382,,16,969
3101,7003,Commercial Office Bangalore,12.9327602,77.6356056,Office,"J.P. Nagar, Bengaluru",3.528071122903829,2.663628375970766,,14,838
3102,7004,"Stallion's Valley School of Lifestyle (Horse Riding Academy, Corporate Office)",12.9042496,77.58587359999999,Office,"J.P. Nagar, Bengaluru",2.7272965185550566,3.5958604161453667,,18,1095
3103,7006,UVAS,12.9058224,77.5861385,Office,"J.P. Nagar, Bengaluru",2.621726057935898,3.490603851778934,,17,1036
3104,7007,5th Phase,12.905274,77.5866698,Office,"J.P. Nagar, Bengaluru",2.5975068388099634,3.466431299398601,,17,1041
3105,7009,HP Original Cartridge Store,12.9063716,77.58810890000001,Office,"J.P. Nagar, Bengaluru",2.4030975202619183,3.2720762234925256,,16,944
3106,7010,CANARA BANK - BENGALURU J P NAGAR II PHASE,12.9065099,77.59014930000001,Office,"J.P. Nagar, Bengaluru",2.200109719948171,3.06867055608132,,16,936
3107,7011,Sri Balaji medicals,12.900136999999999,77.588352,Office,"J.P. Nagar, Bengaluru",2.763050534026857,3.6147912439292167,,19,1147
3108,7012,Shravanthi Gardens,12.9032232,77.5923429,Office,"J.P. Nagar, Bengaluru",2.211093157313219,3.0629338392971897,,16,959
3109,7013,"ROYAL WEDDING GATE ( Veg , Non Veg Catering %26 Wedding Planner))",12.90363,77.590676,Office,"J.P. Nagar, Bengaluru",2.3249287789072275,3.1848203475999712,,17,994
3110,7014,HDFC Bank,12.911727699999998,77.5851338,Office,"J.P. Nagar, Bengaluru",2.5175442093458242,3.3622877371629096,,16,961
3111,7015,Temple Tree Innovations,12.900535000000001,77.585955,Office,"J.P. Nagar, Bengaluru",2.9411264319320445,3.8014823524836507,,20,1197
3112,7016,Bangalore Physio JP Nagar,12.9061437,77.5847054,Office,"J.P. Nagar, Bengaluru",2.748003663837649,3.6160235267412406,,17,1041
3113,7019,State Bank of India,12.9158153,77.5859827,Office,"J.P. Nagar, Bengaluru",2.379458962923935,3.182901152451655,,16,975
3114,7020,Furnished Office,12.936195,77.62727209999998,Office,"J.P. Nagar, Bengaluru",3.067854064892348,2.272294300488627,,11,659
3115,7021,The Oxford Educational Institutions,12.9096707,77.5812578,Office,"J.P. Nagar, Bengaluru",2.9770599488822755,3.8289313554556523,,18,1067
3116,7023,Workflo By OYO,12.933006800000001,77.6111375,Office,"J.P. Nagar, Bengaluru",1.917709386056984,1.555918384359758,,9,557
3117,7026,S H Home Appliances Repairs And Services,12.9044349,77.58646490000001,Office,"J.P. Nagar, Bengaluru",2.661227457962563,3.5296747003203888,,18,1070
3118,7027,WheelsEMI Pvt ltd.,12.9065554,77.58713940000001,Office,"J.P. Nagar, Bengaluru",2.4887697137808984,3.3574916221686313,,18,1086
3119,7028,Life Insurance Corporation Of India,12.9171989,77.62867209999999,Office,"J.P. Nagar, Bengaluru",2.2510825596446096,1.4943157274948493,,8,486
3120,7031,PropTech Solutions,12.9201154,77.58967159999999,Office,"J.P. Nagar, Bengaluru",2.030577496525047,2.756456726669847,,14,856
3121,7033,"Medical Superintendent's Office, NIMHANS",12.9397528,77.5941316,Office,"J.P. Nagar, Bengaluru",3.031109814752499,3.1947249372658777,,14,844
3122,7036,Coldwell Banker Value Add Realty,12.91721,77.58455500000001,Office,"J.P. Nagar, Bengaluru",2.537359641032723,3.3205874516667366,,19,1149
3123,7037,24th Main Restaurant,12.908563000000001,77.5859995,Office,"J.P. Nagar, Bengaluru",2.518899593285359,3.3824614756131113,,16,942
3124,7038,Physiotattva %7C Chiropractor %26 Physiotherapy,12.9061959,77.5860243,Office,"J.P. Nagar, Bengaluru",2.615221118469522,3.48382272678811,,17,1013
3125,7041,PVR Vega City,12.907734300000001,77.6011961,Office,"J.P. Nagar, Bengaluru",1.1779639906738113,1.9996634333828398,,12,695
3126,7046,SRS PG Home,12.9022381,77.58506700000001,PG,"J.P. Nagar, Bengaluru",2.91559367369495,3.781958680364642,,20,1175
3127,7048,Ladies PG JP Nagar,12.914309300000001,77.5870461,PG,"J.P. Nagar, Bengaluru",2.2722877767762273,3.095838687348079,,17,1002
3128,7049,Zolo Icarus Co-Living %7C Redefining PG,12.899640400000001,77.5916938,PG,"J.P. Nagar, Bengaluru",2.5350408456320896,3.367417396021523,,17,995
3129,7050,Friends PG,12.9126871,77.5860382,PG,"J.P. Nagar, Bengaluru",2.4025148812528463,3.240911906535355,,16,985
3130,7051,Karnataka Paying Guest,12.9035146,77.5821159,PG,"J.P. Nagar, Bengaluru",3.1261586815077314,3.9951327198292876,,20,1229
