Place_name,Latitude,Longitude,Category,Region
Chartered Centre,12.9502954,77.6060104,Offices,"Adugodi, Bengaluru"
Intelligent Automation %7C Intelligent Data Processing %7C Infrrd Inc,12.9331749,77.6110695,Offices,"Adugodi, Bengaluru"
Bosch Ltd Back Gate,12.946964,77.6025452,Offices,"Adugodi, Bengaluru"
Robert Bosch Engineering and Business Solutions Private Limited Head Office,12.9366166,77.6120166,Offices,"Adugodi, Bengaluru"
Zscaler,12.9366862,77.6067401,Offices,"Adugodi, Bengaluru"
Salarpuria Arena,12.9372847,77.6099462,Offices,"Adugodi, Bengaluru"
Allegis Services India Private Limited,12.9370637,77.6100809,Offices,"Adugodi, Bengaluru"
ICON Clinical Research India Pvt. Ltd.,12.9379687,77.6055483,Offices,"Adugodi, Bengaluru"
"Robert Bosch, Global Tech Park",12.9370254,77.6062923,Offices,"Adugodi, Bengaluru"
XL Health,12.9439088,77.6080278,Offices,"Adugodi, Bengaluru"
Zilingo Bangalore,12.9364869,77.6101879,Offices,"Adugodi, Bengaluru"
WeWork Prestige Cube,12.936329,77.610998,Offices,"Adugodi, Bengaluru"
Yatra.com,12.9367917,77.6102426,Offices,"Adugodi, Bengaluru"
QANALYSTS SERVICES INDIA PVT LTD,12.9366105,77.6103826,Offices,"Adugodi, Bengaluru"
TableSpace Technologies Private Limited,12.9369034,77.6067499,Offices,"Adugodi, Bengaluru"
"BHIVE Workspace, Koramangala",12.9352415,77.6092986,Offices,"Adugodi, Bengaluru"
Workafella Infantry Road - Coworking Space in Bangalore,12.983892,77.5931294,Offices,"Adugodi, Bengaluru"
HiyaMee Pvt Ltd,12.9421435,77.608352,Offices,"Adugodi, Bengaluru"
Adugodi Traffic Police Station,12.9415313,77.6087755,Offices,"Adugodi, Bengaluru"
Bosch GTP,12.936864,77.6063054,Offices,"Adugodi, Bengaluru"
Truffles Office,12.9486593,77.6059701,Offices,"Adugodi, Bengaluru"
K R Enterprises,12.9432588,77.6121909,Offices,"Adugodi, Bengaluru"
Opfin Software Private Limited,12.9389536,77.6095244,Offices,"Adugodi, Bengaluru"
Novel Business Park,12.9310047,77.6325904,Offices,"Adugodi, Bengaluru"
Office Of The Deputy Commissioner Of Police,12.939223,77.6147019,Offices,"Adugodi, Bengaluru"
Awfis Koramangala HM Vibha Towers,12.9366643,77.6102994,Offices,"Adugodi, Bengaluru"
Balaji Traders,12.9440467,77.6034999,Offices,"Adugodi, Bengaluru"
Bosch Limited Gate 4,12.9429362,77.6043306,Offices,"Adugodi, Bengaluru"
saleem Durgam,12.9421262,77.6147339,Offices,"Adugodi, Bengaluru"
Brillio,12.9370177,77.6070031,Offices,"Adugodi, Bengaluru"
excel power services,12.9437482,77.604021,Offices,"Adugodi, Bengaluru"
Acp Madivala Office,12.9387554,77.6104402,Offices,"Adugodi, Bengaluru"
Brandhancer Pvt. Ltd,12.9447464,77.6076429,Offices,"Adugodi, Bengaluru"
VS Engineering,12.9437926,77.603645,Offices,"Adugodi, Bengaluru"
Bosch RMB Complex,12.9423618,77.604797,Offices,"Adugodi, Bengaluru"
Aquanautics System Private Limited,12.9425222,77.6062384,Offices,"Adugodi, Bengaluru"
Infurnia Technologies,12.9362454,77.6111042,Offices,"Adugodi, Bengaluru"
"BHIVE Workspace, Koramangala",12.9352415,77.6092986,Offices,"Adugodi, Bengaluru"
Ram onstructionsC,12.9412721,77.6188876,Offices,"Adugodi, Bengaluru"
Techfarcan Pvt. Ltd,12.9330323,77.6112527,Offices,"Adugodi, Bengaluru"
Cabmaster,12.9427704,77.6073852,Offices,"Adugodi, Bengaluru"
BOSCH Multi Level Car Parking,12.9438116,77.6052805,Offices,"Adugodi, Bengaluru"
Bosch Solar office,12.946027,77.6073604,Offices,"Adugodi, Bengaluru"
ZF WABCO Digital,12.9460754,77.6072936,Offices,"Adugodi, Bengaluru"
Siddhanth Motors,12.9392849,77.6094322,Offices,"Adugodi, Bengaluru"
1st Gate Adugodi Police Quaters %26 DCP CAR South,12.9383292,77.6103767,Offices,"Adugodi, Bengaluru"
Regional Passport Office,12.9477419,77.6167017,Offices,"Adugodi, Bengaluru"
Ktm office distribution,12.9475289,77.6175598,Offices,"Adugodi, Bengaluru"
BXB Digital,12.9336762,77.6122401,Offices,"Adugodi, Bengaluru"
Adugodi Police Station,12.9392339,77.6101668,Offices,"Adugodi, Bengaluru"
Marlabs Innovations Private Limited,12.9380075,77.6060438,Offices,"Adugodi, Bengaluru"
Blackbuck Insights Pvt Ltd,12.936611,77.610383,Offices,"Adugodi, Bengaluru"
Bosch Building 604,12.9438543,77.6055931,Offices,"Adugodi, Bengaluru"
Vishal Cargo Movers And Packers,12.9438865,77.6063791,Offices,"Adugodi, Bengaluru"
Lakshya Learning Lab,12.9419271,77.6052799,Offices,"Adugodi, Bengaluru"
Edumpus,12.9385305,77.6112722,Offices,"Adugodi, Bengaluru"
Bescom,12.928856,77.6098124,Offices,"Adugodi, Bengaluru"
"Bosch Global Software Technologies (Building 601, 602)",12.9438168,77.6058314,Offices,"Adugodi, Bengaluru"
"BHIVE Workspace, Koramangala",12.9352415,77.6092986,Offices,"Adugodi, Bengaluru"
Terapanth Bhawan,12.941771,77.6066102,Offices,"Adugodi, Bengaluru"
Tech Wiz BPO Services,12.9501121,77.6056132,Offices,"Adugodi, Bengaluru"
Vibranium Inside - Coworking %7C Private Office,12.9329671,77.6141837,Offices,"Adugodi, Bengaluru"
Shine Traders,12.9409002,77.6067938,Offices,"Adugodi, Bengaluru"
Cable Office,12.9487746,77.6055792,Offices,"Adugodi, Bengaluru"
ACP south east office,12.9414887,77.6085937,Offices,"Adugodi, Bengaluru"
"Gate-4 BanP , Robert Bosch",12.9405378,77.6047786,Offices,"Adugodi, Bengaluru"
Infobells Interactive Solutions,12.9422235,77.6146732,Offices,"Adugodi, Bengaluru"
GPR GIFTING,12.944176,77.6076944,Offices,"Adugodi, Bengaluru"
"L%26T Office, Bangalore Metro",12.9440717,77.6026439,Offices,"Adugodi, Bengaluru"
"91springboard 7th Block, Koramangala",12.9332693,77.6120346,Offices,"Adugodi, Bengaluru"
"City Armed Reserve, Adugodi",12.9376064,77.610855,Offices,"Adugodi, Bengaluru"
SmartStream Technologies India Pvt.Ltd,12.9379986,77.6056179,Offices,"Adugodi, Bengaluru"
Gtp office,12.9363091,77.6064102,Offices,"Adugodi, Bengaluru"
PBC,12.9372275,77.6055403,Offices,"Adugodi, Bengaluru"
Ozone Office Furniture,12.942823,77.6080635,Offices,"Adugodi, Bengaluru"
Workflo By OYO,12.9330068,77.6111375,Offices,"Adugodi, Bengaluru"
"The New India Assurance Company Ltd, Koramangala Micro Office",12.9392231,77.6094901,Offices,"Adugodi, Bengaluru"
Elanic New Hub,12.9409946,77.6077022,Offices,"Adugodi, Bengaluru"
P.T.Multimedia Solutions Pvt.Ltd.,12.9448877,77.6086658,Offices,"Adugodi, Bengaluru"
"BHIVE Workspace, Koramangala",12.9352415,77.6092986,Offices,"Adugodi, Bengaluru"
Attic Space- Chanakya,12.9445907,77.6198192,Offices,"Adugodi, Bengaluru"
MASTEC Quadgen,12.9378508,77.6060181,Offices,"Adugodi, Bengaluru"
Curatech Private Limited,12.9447384,77.6076443,Offices,"Adugodi, Bengaluru"
Fiserv India Private Limited,12.9371083,77.6068582,Offices,"Adugodi, Bengaluru"
Warsi House Sharing offices,12.932116,77.615384,Offices,"Adugodi, Bengaluru"
Transport bike,12.9415298,77.6072545,Offices,"Adugodi, Bengaluru"
"Office of Protector of Emigrants, Bengaluru",12.9459133,77.6191794,Offices,"Adugodi, Bengaluru"
Evergreen Seamless Pipes and Tubes Pvt. Ltd,12.9362807,77.6090989,Offices,"Adugodi, Bengaluru"
Sahara Matrimony,12.9426447,77.6026023,Offices,"Adugodi, Bengaluru"
SJR Cyber,12.938916,77.609434,Offices,"Adugodi, Bengaluru"
3D ShapeShifters,12.9370486,77.6099322,Offices,"Adugodi, Bengaluru"
Accenture,12.9367839,77.6075076,Offices,"Adugodi, Bengaluru"
Mason,12.9421523,77.6083585,Offices,"Adugodi, Bengaluru"
SRS TRAVELS OFFICE,12.9260573,77.6169907,Offices,"Adugodi, Bengaluru"
Bosch Campus flyover,12.9442697,77.6045952,Offices,"Adugodi, Bengaluru"
Regional Passport Office,12.945955,77.6191489,Offices,"Adugodi, Bengaluru"
Golden chairs office systems,12.943047,77.6128294,Offices,"Adugodi, Bengaluru"
MARRIAGE REGISTERION IN BENGALURU,12.9460721,77.6197946,Offices,"Adugodi, Bengaluru"
Shanthi Sparsh Charitable Trust,12.9353373,77.6099471,Offices,"Adugodi, Bengaluru"
Featherlite,12.9347498,77.6113872,Offices,"Adugodi, Bengaluru"
Thinkerdot,12.9447464,77.6076429,Offices,"Adugodi, Bengaluru"
"BHIVE Workspace, Koramangala",12.9352415,77.6092986,Offices,"Adugodi, Bengaluru"
Attic Space- Chanakya,12.9445907,77.6198192,Offices,"Adugodi, Bengaluru"
SeCURE Hospital - Corporate Office,12.937928,77.6061472,Offices,"Adugodi, Bengaluru"
Pradhan Janaushadhi Kendra Adugodi,12.9426341,77.6145005,Offices,"Adugodi, Bengaluru"
KMF Quality Assurance Division Office,12.9397951,77.6039131,Offices,"Adugodi, Bengaluru"
office,12.9403463,77.6217731,Offices,"Adugodi, Bengaluru"
Carpet Care,12.9433236,77.6118516,Offices,"Adugodi, Bengaluru"
Matrimony Photography,12.9501922,77.6059105,Offices,"Adugodi, Bengaluru"
SLV Travels,12.9441502,77.607623,Offices,"Adugodi, Bengaluru"
IWAC Pvt Ltd,12.9428048,77.6079419,Offices,"Adugodi, Bengaluru"
Office Solutions,12.9523706,77.6202301,Offices,"Adugodi, Bengaluru"
Prestige Blue Chip Software Park,12.937251,77.605431,Offices,"Adugodi, Bengaluru"
Innov8,12.9350402,77.6140267,Offices,"Adugodi, Bengaluru"
Chetan Electric Private Limited: Office,12.9337646,77.6123416,Offices,"Adugodi, Bengaluru"
The Professional Couriers,12.9421621,77.6079989,Offices,"Adugodi, Bengaluru"
Office,12.9334623,77.6219252,Offices,"Adugodi, Bengaluru"
Real Office Needs,12.9432218,77.598758,Offices,"Adugodi, Bengaluru"
"BBMP Office, Lakkasandra",12.942965,77.5975299,Offices,"Adugodi, Bengaluru"
315 Work Avenue KRM1,12.9334055,77.6125131,Offices,"Adugodi, Bengaluru"
S.M. Asha,12.9429669,77.6088367,Offices,"Adugodi, Bengaluru"
DTDC - Adugodi,12.941851,77.608084,Offices,"Adugodi, Bengaluru"
Manappuram Finance Limited,12.9420785,77.6085643,Offices,"Adugodi, Bengaluru"
"BHIVE Workspace, Koramangala",12.9352415,77.6092986,Offices,"Adugodi, Bengaluru"
Attic Space- Chanakya,12.9445907,77.6198192,Offices,"Adugodi, Bengaluru"
Aquagrand office,12.9358217,77.6150179,Offices,"Adugodi, Bengaluru"
Perfios Software Solutions Private Ltd.,12.936688,77.610426,Offices,"Adugodi, Bengaluru"
matrimony head office,12.9502663,77.6059648,Offices,"Adugodi, Bengaluru"
proact,12.9420907,77.6083765,Offices,"Adugodi, Bengaluru"
Virtual office in koramangala bangalore,12.9397595,77.6210539,Offices,"Adugodi, Bengaluru"
New Leaf Interior Solutions,12.9488982,77.6060708,Offices,"Adugodi, Bengaluru"
India Post Office Koramangala VI Block,12.9383219,77.619135,Offices,"Adugodi, Bengaluru"
Muthoot Finance Ltd,12.9417017,77.6075009,Offices,"Adugodi, Bengaluru"
Ashok Cable Office,12.9385688,77.6085412,Offices,"Adugodi, Bengaluru"
Office,12.9281703,77.6073504,Offices,"Adugodi, Bengaluru"
Post BOX,12.9440908,77.6077048,Offices,"Adugodi, Bengaluru"
Lakkasandra Aadhar Center,12.9441502,77.607623,Offices,"Adugodi, Bengaluru"
Capco,12.9338547,77.6121956,Offices,"Adugodi, Bengaluru"
ESI Dispensary,12.9410387,77.6028307,Offices,"Adugodi, Bengaluru"
Mountain Trail (Chaipoint),12.9330068,77.6111375,Offices,"Adugodi, Bengaluru"
Eduskape,12.94925,77.611119,Offices,"Adugodi, Bengaluru"
Pigeon fly,12.9426877,77.607838,Offices,"Adugodi, Bengaluru"
Mamtha Medicals,12.942254,77.607299,Offices,"Adugodi, Bengaluru"
"BHIVE Workspace, Koramangala",12.9352415,77.6092986,Offices,"Adugodi, Bengaluru"
Karmika Bhavana,12.9344747,77.6007294,Offices,"Adugodi, Bengaluru"
"BHIVE Workspace, Koramangala",12.9352415,77.6092986,Offices,"Adugodi, Bengaluru"
Attic Space- Chanakya,12.9445907,77.6198192,Offices,"Adugodi, Bengaluru"
PipeCast Technologies Private Limited,12.9392849,77.6094322,Offices,"Adugodi, Bengaluru"
SSC Office,12.9253948,77.6207867,Offices,"Adugodi, Bengaluru"
PAN CARD SOLUTIONS,12.9403866,77.6087557,Offices,"Adugodi, Bengaluru"
BSH household Appliances Pvt. Ltd.,12.9457215,77.603527,Offices,"Adugodi, Bengaluru"
Shree Sai Marketing,12.9360101,77.6080934,Offices,"Adugodi, Bengaluru"
Office,12.9303399,77.6275791,Offices,"Adugodi, Bengaluru"
Office,12.9324412,77.6035364,Offices,"Adugodi, Bengaluru"
Pooja Tours And Travels,12.9453812,77.6069426,Offices,"Adugodi, Bengaluru"
EASi (Allegis Group),12.9372165,77.6101314,Offices,"Adugodi, Bengaluru"
QUOXENT CONSULTING SERVICES Pvt. Ltd.,12.936052,77.614546,Offices,"Adugodi, Bengaluru"
Pratilipi,12.9347786,77.6092941,Offices,"Adugodi, Bengaluru"
Novel Office - South %7C Office Space for rent in Bangalore %7C Co working Spaces,12.8914639,77.6414856,Offices,"Adugodi, Bengaluru"
Vinsoft Solutions,12.9443052,77.6073301,Offices,"Adugodi, Bengaluru"
Wakefit Corporate Office,12.9331957,77.6111921,Offices,"Adugodi, Bengaluru"
Employees' Provident Fund Organisation Regional Office,12.9654843,77.5960578,Offices,"Adugodi, Bengaluru"
"Asterix Energy - Rooftop Solar for Homes, Apartments, Offices and Industries",12.9408944,77.6171257,Offices,"Adugodi, Bengaluru"
Udaya Digital Studio %26 Video,12.9466264,77.618607,Offices,"Adugodi, Bengaluru"
Print tech,12.9424427,77.6089074,Offices,"Adugodi, Bengaluru"
Max Bupa Health Insurance Bangalore,12.9378371,77.6114247,Offices,"Adugodi, Bengaluru"
IJM RESEARCH PVT.LTD,12.9399752,77.6091756,Offices,"Adugodi, Bengaluru"
"BHIVE Workspace, Koramangala",12.9352415,77.6092986,Offices,"Adugodi, Bengaluru"
Attic Space- Chanakya,12.9445907,77.6198192,Offices,"Adugodi, Bengaluru"
Royal Office Comfort %7C Furniture Manufacturers and Repair Services in Bangalore,12.927592,77.610699,Offices,"Adugodi, Bengaluru"
efurni,12.9433547,77.6079559,Offices,"Adugodi, Bengaluru"
District Child Protection Unit,12.9282231,77.6094194,Offices,"Adugodi, Bengaluru"
"BHIVE Workspace, Koramangala 5th Block",12.9348225,77.6144874,Offices,"Adugodi, Bengaluru"
"Real Estate Regulatory Authority, Karnataka",12.9635915,77.5876422,Offices,"Adugodi, Bengaluru"
Salarpuria Sapphire,12.9442537,77.6076672,Offices,"Adugodi, Bengaluru"
S2 Subdivision Bescom Wilson Garden,12.9504724,77.6054246,Offices,"Adugodi, Bengaluru"
wakefit,12.933891,77.6148809,Offices,"Adugodi, Bengaluru"
Vivekananda International Public High School,12.9436582,77.6066026,Offices,"Adugodi, Bengaluru"
State Bank of India,12.9431558,77.6075791,Offices,"Adugodi, Bengaluru"
M.S Auto electrical works,12.948656,77.603171,Offices,"Adugodi, Bengaluru"
sakthivel nagar,12.951583,77.599812,Offices,"Adugodi, Bengaluru"
Office Space FOR RENT,12.9031126,77.5839092,Offices,"Adugodi, Bengaluru"
Office,12.9346163,77.6333085,Offices,"Adugodi, Bengaluru"
mallikarjuna xerox shop,12.9418027,77.6080934,Offices,"Adugodi, Bengaluru"
State Bank of India,12.941984,77.608012,Offices,"Adugodi, Bengaluru"
Navvista-Idea,12.9408031,77.6086805,Offices,"Adugodi, Bengaluru"
Limra fruits,12.94856,77.60148,Offices,"Adugodi, Bengaluru"
Society Colony,12.942718,77.605845,Offices,"Adugodi, Bengaluru"
Manama Steel Furniture,12.9424899,77.6082162,Offices,"Adugodi, Bengaluru"
"BHIVE Workspace, Koramangala",12.9352415,77.6092986,Offices,"Adugodi, Bengaluru"
Workafella Infantry Road - Coworking Space in Bangalore,12.983892,77.5931294,Offices,"Adugodi, Bengaluru"
ADARSH PHOTOCOPIER,12.9362404,77.6083033,Offices,"Adugodi, Bengaluru"
Sai Balaji Residency,12.9267832,77.6099718,Offices,"Adugodi, Bengaluru"
S%26t Welcare Fitness Equipments,12.9392259,77.6094985,Offices,"Adugodi, Bengaluru"
Umiya Emporium,12.9332165,77.6111239,Offices,"Adugodi, Bengaluru"
Kohinoor Granite and Marbles,12.9497053,77.6030764,Offices,"Adugodi, Bengaluru"
Regain Physiotherapy and Rehebilitation,12.9420999,77.6064299,Offices,"Adugodi, Bengaluru"
Pothalappa Garden,12.9514327,77.6056343,Offices,"Adugodi, Bengaluru"
Athri Communication,12.9502959,77.6021513,Offices,"Adugodi, Bengaluru"
Employees' Provident Fund Organisation Regional Office,12.8753362,77.6497092,Offices,"Adugodi, Bengaluru"
Shri Fancy Store,12.9422268,77.6088602,Offices,"Adugodi, Bengaluru"
Aadhaar Card Office,12.9376891,77.5787286,Offices,"Adugodi, Bengaluru"
"Medical Superintendent's Office, NIMHANS",12.9397528,77.5941316,Offices,"Adugodi, Bengaluru"
Handiman Services Limited,12.9771307,77.6186613,Offices,"Adugodi, Bengaluru"
Zenefits Technologies India Private Limited,12.9368789,77.6068331,Offices,"Adugodi, Bengaluru"
Novel Office,12.9503797,77.6044286,Offices,"Adugodi, Bengaluru"
Ladies PG,12.9428256,77.6077723,PG,"Adugodi, Bengaluru"
New S N S PG For Ladies,12.9423814,77.6066409,PG,"Adugodi, Bengaluru"
Girl's p.g Adugodi.,12.9398178,77.6075626,PG,"Adugodi, Bengaluru"
Adugodi PG,12.9438979,77.6082767,PG,"Adugodi, Bengaluru"
VBS PG FOR LADIES ADUGODI,12.9433263,77.6081268,PG,"Adugodi, Bengaluru"
Gk Gents Pg Adugodi,12.9439025,77.6067188,PG,"Adugodi, Bengaluru"
Sri Anjaneya Gents Pg,12.9431373,77.6065237,PG,"Adugodi, Bengaluru"
New srivari PG For Gents near Bosch,12.9422491,77.607708,PG,"Adugodi, Bengaluru"
Sree Balaji Pg for gents,12.9418604,77.6079849,PG,"Adugodi, Bengaluru"
Shri Venkateshwara Boys Pg,12.9442243,77.6090047,PG,"Adugodi, Bengaluru"
GENTS PG ADUGODI,12.9439518,77.6081556,PG,"Adugodi, Bengaluru"
Sri Sai PG for ladies,12.9353135,77.6104689,PG,"Adugodi, Bengaluru"
Shree Ganesh PG Accomdation for ladies,12.9361128,77.6091779,PG,"Adugodi, Bengaluru"
PNS ladies Pg,12.9398178,77.6075626,PG,"Adugodi, Bengaluru"
Sri Venkateshwara Pg Gents,12.9440501,77.6079956,PG,"Adugodi, Bengaluru"
PG For Gents,12.949915,77.603928,PG,"Adugodi, Bengaluru"
GENTS pg,12.943929,77.6085101,PG,"Adugodi, Bengaluru"
Sree Venkta Sai PG for LADIES,12.943276,77.6082158,PG,"Adugodi, Bengaluru"
Om Shri Parameshwara Gents PG,12.9396572,77.6077376,PG,"Adugodi, Bengaluru"
St Mary's Executive PG Accommodation,12.9367074,77.6085473,PG,"Adugodi, Bengaluru"
Venkateshwara Gents pg,12.9442305,77.6089839,PG,"Adugodi, Bengaluru"
KMT PG For Ladies,12.9366711,77.6086553,PG,"Adugodi, Bengaluru"
Evergreen PG for girls ( near Christ University ),12.9396546,77.6079506,PG,"Adugodi, Bengaluru"
Sri Lakshmi Narasimha Swami PG For Gents,12.9432826,77.6062786,PG,"Adugodi, Bengaluru"
RP LADIES PG,12.9436974,77.607055,PG,"Adugodi, Bengaluru"
Thirumala PG for men,12.9434735,77.6078994,PG,"Adugodi, Bengaluru"
Shailaja PG For Ladies,12.9419922,77.6078255,PG,"Adugodi, Bengaluru"
VBS PG FOR GENTS,12.9393079,77.6085923,PG,"Adugodi, Bengaluru"
Tirumala Ladies PG,12.9414749,77.6081367,PG,"Adugodi, Bengaluru"
Parmeshwara Gents PG,12.9419746,77.6075331,PG,"Adugodi, Bengaluru"
Javid's P G Accommodation,12.9422472,77.6072963,PG,"Adugodi, Bengaluru"
Yadav PG For Gents,12.9367519,77.608483,PG,"Adugodi, Bengaluru"
VBS LUXURY PG FOR GENTS,12.9427799,77.6073897,PG,"Adugodi, Bengaluru"
Sri sai balaji luxury pg for gents,12.9425892,77.6066757,PG,"Adugodi, Bengaluru"
Lakshmi Narasimha PG for men.,12.9425604,77.6075667,PG,"Adugodi, Bengaluru"
Sri Anjaneya Gens Pg,12.9432074,77.6065253,PG,"Adugodi, Bengaluru"
Sumanjali Ladies Pg,12.9367343,77.6085772,PG,"Adugodi, Bengaluru"
Forum pg,12.9419677,77.607668,PG,"Adugodi, Bengaluru"
Svm Gents Pg,12.9439043,77.6065856,PG,"Adugodi, Bengaluru"
Sri Sai Balaji PG For Ladies,12.9426853,77.6071105,PG,"Adugodi, Bengaluru"
KSR Gents PG,12.9498458,77.6055953,PG,"Adugodi, Bengaluru"
SNM Luxury PG for Ladies,12.9418755,77.6078046,PG,"Adugodi, Bengaluru"
Vinay paying guest,12.9409359,77.6025867,PG,"Adugodi, Bengaluru"
Gent pg,12.9504496,77.6054199,PG,"Adugodi, Bengaluru"
SLV kishore PG for ladies,12.9357226,77.6089192,PG,"Adugodi, Bengaluru"
SRI HANUMAN PG FOR GENTS,12.939381,77.6076555,PG,"Adugodi, Bengaluru"
Nanjundeshwari pg,12.9424889,77.6077417,PG,"Adugodi, Bengaluru"
Srivari PG,12.9434087,77.6035216,PG,"Adugodi, Bengaluru"
Arshad Luxury PG Ladies,12.9418099,77.606987,PG,"Adugodi, Bengaluru"
AIRA Ladies PG,12.936254,77.6087426,PG,"Adugodi, Bengaluru"
SN Ladies PG,12.942392,77.60659,PG,"Adugodi, Bengaluru"
PNS PG for women,12.9411776,77.6078782,PG,"Adugodi, Bengaluru"
AISHWARYA PG,12.9360876,77.6092567,PG,"Adugodi, Bengaluru"
St. Mary's PG For Ladies,12.9366309,77.6087007,PG,"Adugodi, Bengaluru"
Vbs luxury pg for men,12.9432827,77.606258,PG,"Adugodi, Bengaluru"
HANUMAN GENTS PG,12.941067,77.6077307,PG,"Adugodi, Bengaluru"
Lakshmi PG,12.9441487,77.6094345,PG,"Adugodi, Bengaluru"
new V.B.S luxury P.G for LADIES 16,12.9427369,77.6067039,PG,"Adugodi, Bengaluru"
Saravana PG,12.9431106,77.6076911,PG,"Adugodi, Bengaluru"
Garuda pg for women,12.9363385,77.6092446,PG,"Adugodi, Bengaluru"
Crystal Rock Girls Pg Santsang,12.936918,77.608921,PG,"Adugodi, Bengaluru"
sri parameshwara pg for gents,12.9436926,77.6070487,PG,"Adugodi, Bengaluru"
Atithi PG For Ladies,12.9367545,77.6087606,PG,"Adugodi, Bengaluru"
crystal rock paying guest,12.9372262,77.6084778,PG,"Adugodi, Bengaluru"
Evergreen Paying Guest,12.9366638,77.6148749,PG,"Adugodi, Bengaluru"
Manasa Deluxe Pg For Ladies,12.9364375,77.6088329,PG,"Adugodi, Bengaluru"
Venkatasai Ladies PG,12.9422572,77.6076837,PG,"Adugodi, Bengaluru"
Shanti Rooms %26 PG Accomodation,12.9404277,77.602785,PG,"Adugodi, Bengaluru"
